gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
SMIM15,4.1900000000000004e-73,0.535173443,0.461,0.21,7.72e-69,Macro_FOLR2+APOE+,0.535173443,Macro_FOLR2+APOE+,Mye
SIGLEC1,2.4499999999999995e-229,0.533202668,0.557,0.174,4.5099999999999996e-225,Macro_FOLR2+APOE+,0.533202668,Macro_FOLR2+APOE+,Mye
LSM2,2.9899999999999998e-37,0.532581104,0.615,0.343,5.51e-33,Macro_FOLR2+APOE+,0.532581104,Macro_FOLR2+APOE+,Mye
DUSP23,2.38e-30,0.53230354,0.643,0.376,4.38e-26,Macro_FOLR2+APOE+,0.53230354,Macro_FOLR2+APOE+,Mye
RHBDF2,3.77e-62,0.532279294,0.618,0.316,6.94e-58,Macro_FOLR2+APOE+,0.532279294,Macro_FOLR2+APOE+,Mye
AP1B1,4.649999999999999e-87,0.531942131,0.747,0.383,8.57e-83,Macro_FOLR2+APOE+,0.531942131,Macro_FOLR2+APOE+,Mye
TMEM205,3.87e-74,0.531737958,0.579,0.276,7.120000000000001e-70,Macro_FOLR2+APOE+,0.531737958,Macro_FOLR2+APOE+,Mye
ERP44,5.099999999999999e-72,0.530230098,0.754,0.419,9.389999999999999e-68,Macro_FOLR2+APOE+,0.530230098,Macro_FOLR2+APOE+,Mye
AGTRAP,3.1e-63,0.530183559,0.676,0.352,5.7e-59,Macro_FOLR2+APOE+,0.530183559,Macro_FOLR2+APOE+,Mye
SPG21,3.94e-73,0.528533676,0.772,0.428,7.25e-69,Macro_FOLR2+APOE+,0.528533676,Macro_FOLR2+APOE+,Mye
ACOT13,8.29e-181,0.528342313,0.542,0.188,1.5299999999999996e-176,Macro_FOLR2+APOE+,0.528342313,Macro_FOLR2+APOE+,Mye
TECR,7.95e-74,0.528215601,0.711,0.369,1.46e-69,Macro_FOLR2+APOE+,0.528215601,Macro_FOLR2+APOE+,Mye
MT-CYB,5e-45,0.527834709,0.829,0.571,9.21e-41,Macro_FOLR2+APOE+,0.527834709,Macro_FOLR2+APOE+,Mye
CCT7,8.149999999999999e-32,0.527554703,0.594,0.342,1.5e-27,Macro_FOLR2+APOE+,0.527554703,Macro_FOLR2+APOE+,Mye
SPCS3,2.7999999999999996e-54,0.527456289,0.766,0.435,5.16e-50,Macro_FOLR2+APOE+,0.527456289,Macro_FOLR2+APOE+,Mye
COA3,2.32e-49,0.526316172,0.589,0.312,4.27e-45,Macro_FOLR2+APOE+,0.526316172,Macro_FOLR2+APOE+,Mye
CHCHD6,8.809999999999998e-232,0.525708232,0.332,0.077,1.6199999999999996e-227,Macro_FOLR2+APOE+,0.525708232,Macro_FOLR2+APOE+,Mye
ADRM1,1.26e-26,0.525076039,0.702,0.421,2.33e-22,Macro_FOLR2+APOE+,0.525076039,Macro_FOLR2+APOE+,Mye
BCKDK,7.27e-62,0.523278201,0.606,0.311,1.34e-57,Macro_FOLR2+APOE+,0.523278201,Macro_FOLR2+APOE+,Mye
ATP5F1B,2.8499999999999992e-176,0.522637276,0.705,0.302,5.25e-172,Macro_FOLR2+APOE+,0.522637276,Macro_FOLR2+APOE+,Mye
PARL,7.57e-60,0.521272308,0.554,0.282,1.3899999999999997e-55,Macro_FOLR2+APOE+,0.521272308,Macro_FOLR2+APOE+,Mye
TMEM123,1.18e-32,0.520961199,0.743,0.446,2.17e-28,Macro_FOLR2+APOE+,0.520961199,Macro_FOLR2+APOE+,Mye
TMC6,4.97e-83,0.520929653,0.489,0.219,9.160000000000001e-79,Macro_FOLR2+APOE+,0.520929653,Macro_FOLR2+APOE+,Mye
SSR3,2.19e-15,0.518877751,0.862,0.589,4.04e-11,Macro_FOLR2+APOE+,0.518877751,Macro_FOLR2+APOE+,Mye
IL10RA,1.98e-38,0.518865501,0.756,0.456,3.66e-34,Macro_FOLR2+APOE+,0.518865501,Macro_FOLR2+APOE+,Mye
SLA,3e-30,0.518640496,0.674,0.409,5.53e-26,Macro_FOLR2+APOE+,0.518640496,Macro_FOLR2+APOE+,Mye
ACTR1A,3.23e-53,0.517841086,0.545,0.281,5.94e-49,Macro_FOLR2+APOE+,0.517841086,Macro_FOLR2+APOE+,Mye
STARD7,1.54e-46,0.517366489,0.556,0.298,2.8299999999999996e-42,Macro_FOLR2+APOE+,0.517366489,Macro_FOLR2+APOE+,Mye
ISOC2,1.0799999999999999e-106,0.517285492,0.504,0.209,1.98e-102,Macro_FOLR2+APOE+,0.517285492,Macro_FOLR2+APOE+,Mye
TMEM251,1.7699999999999998e-134,0.516266002,0.38,0.126,3.2599999999999997e-130,Macro_FOLR2+APOE+,0.516266002,Macro_FOLR2+APOE+,Mye
TMEM86A,4.759999999999999e-224,0.516065009,0.407,0.106,8.77e-220,Macro_FOLR2+APOE+,0.516065009,Macro_FOLR2+APOE+,Mye
SEC62,8.84e-12,0.515731924,0.812,0.547,1.63e-7,Macro_FOLR2+APOE+,0.515731924,Macro_FOLR2+APOE+,Mye
MANF,2.13e-50,0.51556727,0.545,0.288,3.9199999999999996e-46,Macro_FOLR2+APOE+,0.51556727,Macro_FOLR2+APOE+,Mye
LEPROTL1,3.16e-51,0.515246641,0.704,0.39,5.82e-47,Macro_FOLR2+APOE+,0.515246641,Macro_FOLR2+APOE+,Mye
SPRED1,9.659999999999999e-179,0.513268034,0.421,0.132,1.7799999999999997e-174,Macro_FOLR2+APOE+,0.513268034,Macro_FOLR2+APOE+,Mye
TIMP2,8.079999999999999e-185,0.512143531,0.804,0.348,1.4899999999999997e-180,Macro_FOLR2+APOE+,0.512143531,Macro_FOLR2+APOE+,Mye
BCL2L1,3.4e-86,0.512125468,0.484,0.211,6.27e-82,Macro_FOLR2+APOE+,0.512125468,Macro_FOLR2+APOE+,Mye
CLEC2B,3.7399999999999997e-56,0.511695568,0.799,0.46,6.889999999999999e-52,Macro_FOLR2+APOE+,0.511695568,Macro_FOLR2+APOE+,Mye
SQOR,2.3499999999999995e-303,0.511544509,0.607,0.18,4.3299999999999995e-299,Macro_FOLR2+APOE+,0.511544509,Macro_FOLR2+APOE+,Mye
RAB10,2.73e-43,0.510791672,0.797,0.481,5.02e-39,Macro_FOLR2+APOE+,0.510791672,Macro_FOLR2+APOE+,Mye
TMEM14C,4.57e-9,0.509717988,0.774,0.522,8.42e-5,Macro_FOLR2+APOE+,0.509717988,Macro_FOLR2+APOE+,Mye
MR1,1.4999999999999995e-119,0.509418129,0.438,0.162,2.7699999999999997e-115,Macro_FOLR2+APOE+,0.509418129,Macro_FOLR2+APOE+,Mye
ST3GAL1,6.86e-71,0.508982715,0.475,0.223,1.26e-66,Macro_FOLR2+APOE+,0.508982715,Macro_FOLR2+APOE+,Mye
MAPRE1,3.79e-26,0.505000435,0.632,0.382,6.97e-22,Macro_FOLR2+APOE+,0.505000435,Macro_FOLR2+APOE+,Mye
MPV17,2.78e-70,0.504531973,0.611,0.301,5.119999999999999e-66,Macro_FOLR2+APOE+,0.504531973,Macro_FOLR2+APOE+,Mye
GBP4,8.949999999999998e-171,0.504033149,0.685,0.265,1.6499999999999998e-166,Macro_FOLR2+APOE+,0.504033149,Macro_FOLR2+APOE+,Mye
SCAND1,2.6e-20,0.502824852,0.804,0.527,4.79e-16,Macro_FOLR2+APOE+,0.502824852,Macro_FOLR2+APOE+,Mye
NRP1,2.05e-186,0.502585647,0.476,0.155,3.769999999999999e-182,Macro_FOLR2+APOE+,0.502585647,Macro_FOLR2+APOE+,Mye
GHITM,2.0299999999999997e-31,0.501864784,0.78,0.496,3.73e-27,Macro_FOLR2+APOE+,0.501864784,Macro_FOLR2+APOE+,Mye
TBC1D2B,9.019999999999998e-143,0.50115882,0.391,0.127,1.6599999999999998e-138,Macro_FOLR2+APOE+,0.50115882,Macro_FOLR2+APOE+,Mye
LILRB5,7.4e-273,0.500536097,0.331,0.067,1.36e-268,Macro_FOLR2+APOE+,0.500536097,Macro_FOLR2+APOE+,Mye
PSMA1,6.24e-44,0.499461548,0.613,0.354,1.15e-39,Macro_FOLR2+APOE+,0.499461548,Macro_FOLR2+APOE+,Mye
MRPS18C,9.129999999999999e-66,0.499360876,0.59,0.293,1.68e-61,Macro_FOLR2+APOE+,0.499360876,Macro_FOLR2+APOE+,Mye
SUMO3,3.82e-32,0.499125963,0.771,0.473,7.04e-28,Macro_FOLR2+APOE+,0.499125963,Macro_FOLR2+APOE+,Mye
PTPN18,5.12e-33,0.498454516,0.599,0.344,9.42e-29,Macro_FOLR2+APOE+,0.498454516,Macro_FOLR2+APOE+,Mye
SCIMP,2.07e-79,0.497667156,0.572,0.269,3.81e-75,Macro_FOLR2+APOE+,0.497667156,Macro_FOLR2+APOE+,Mye
CHID1,5.5900000000000004e-86,0.497369458,0.466,0.2,1.0299999999999999e-81,Macro_FOLR2+APOE+,0.497369458,Macro_FOLR2+APOE+,Mye
ITFG1,6.49e-75,0.496738543,0.464,0.207,1.1900000000000001e-70,Macro_FOLR2+APOE+,0.496738543,Macro_FOLR2+APOE+,Mye
SELENOS,8.780000000000001e-259,0.495777648,0.639,0.215,1.62e-254,Macro_FOLR2+APOE+,0.495777648,Macro_FOLR2+APOE+,Mye
PTPN6,3.32e-14,0.494867555,0.769,0.503,6.11e-10,Macro_FOLR2+APOE+,0.494867555,Macro_FOLR2+APOE+,Mye
RPL12,4.52e-16,0.494861791,0.829,0.568,8.32e-12,Macro_FOLR2+APOE+,0.494861791,Macro_FOLR2+APOE+,Mye
CISD2,2.2299999999999995e-112,0.49475035,0.737,0.359,4.11e-108,Macro_FOLR2+APOE+,0.49475035,Macro_FOLR2+APOE+,Mye
RABAC1,2.24e-17,0.494506397,0.786,0.517,4.12e-13,Macro_FOLR2+APOE+,0.494506397,Macro_FOLR2+APOE+,Mye
ADAM9,7.679999999999999e-109,0.49406014,0.526,0.22,1.41e-104,Macro_FOLR2+APOE+,0.49406014,Macro_FOLR2+APOE+,Mye
RPL38,4.4599999999999993e-42,0.493572474,0.799,0.483,8.22e-38,Macro_FOLR2+APOE+,0.493572474,Macro_FOLR2+APOE+,Mye
RTN3,3.62e-40,0.493329358,0.711,0.41,6.67e-36,Macro_FOLR2+APOE+,0.493329358,Macro_FOLR2+APOE+,Mye
NFKBIE,2.48e-102,0.492126679,0.446,0.184,4.57e-98,Macro_FOLR2+APOE+,0.492126679,Macro_FOLR2+APOE+,Mye
COPS6,3.6e-43,0.491769372,0.611,0.335,6.63e-39,Macro_FOLR2+APOE+,0.491769372,Macro_FOLR2+APOE+,Mye
SPCS2,8.9e-34,0.489682993,0.783,0.484,1.64e-29,Macro_FOLR2+APOE+,0.489682993,Macro_FOLR2+APOE+,Mye
PDZD11,1.1899999999999999e-89,0.489559344,0.426,0.176,2.19e-85,Macro_FOLR2+APOE+,0.489559344,Macro_FOLR2+APOE+,Mye
PLEKHB2,1.35e-39,0.489366168,0.731,0.432,2.4899999999999996e-35,Macro_FOLR2+APOE+,0.489366168,Macro_FOLR2+APOE+,Mye
NCF4,4.5599999999999997e-57,0.488565585,0.741,0.413,8.4e-53,Macro_FOLR2+APOE+,0.488565585,Macro_FOLR2+APOE+,Mye
FBXO7,3.28e-45,0.488369893,0.582,0.315,6.03e-41,Macro_FOLR2+APOE+,0.488369893,Macro_FOLR2+APOE+,Mye
MFSD12,1.06e-141,0.487104385,0.492,0.181,1.95e-137,Macro_FOLR2+APOE+,0.487104385,Macro_FOLR2+APOE+,Mye
DNMT1,3.74e-62,0.485962907,0.601,0.309,6.89e-58,Macro_FOLR2+APOE+,0.485962907,Macro_FOLR2+APOE+,Mye
CAPNS1,5.79e-32,0.484372407,0.625,0.362,1.07e-27,Macro_FOLR2+APOE+,0.484372407,Macro_FOLR2+APOE+,Mye
RPL27A,4.9299999999999995e-88,0.48414148,0.796,0.454,9.08e-84,Macro_FOLR2+APOE+,0.48414148,Macro_FOLR2+APOE+,Mye
NDUFA8,1.1999999999999999e-60,0.484133371,0.56,0.283,2.2099999999999997e-56,Macro_FOLR2+APOE+,0.484133371,Macro_FOLR2+APOE+,Mye
RAB32,2.7400000000000005e-79,0.483932567,0.715,0.365,5.04e-75,Macro_FOLR2+APOE+,0.483932567,Macro_FOLR2+APOE+,Mye
NSFL1C,7.76e-62,0.48283884,0.545,0.267,1.43e-57,Macro_FOLR2+APOE+,0.48283884,Macro_FOLR2+APOE+,Mye
STARD3,9.06e-95,0.482133723,0.53,0.234,1.67e-90,Macro_FOLR2+APOE+,0.482133723,Macro_FOLR2+APOE+,Mye
MCFD2,2.31e-103,0.480869676,0.489,0.198,4.259999999999999e-99,Macro_FOLR2+APOE+,0.480869676,Macro_FOLR2+APOE+,Mye
TM9SF2,2.93e-36,0.48048922,0.703,0.419,5.39e-32,Macro_FOLR2+APOE+,0.48048922,Macro_FOLR2+APOE+,Mye
MRPS16,5.26e-44,0.478243172,0.545,0.294,9.7e-40,Macro_FOLR2+APOE+,0.478243172,Macro_FOLR2+APOE+,Mye
CMTM3,3.65e-43,0.475303852,0.634,0.354,6.73e-39,Macro_FOLR2+APOE+,0.475303852,Macro_FOLR2+APOE+,Mye
ZDHHC24,9.129999999999999e-116,0.474789372,0.539,0.222,1.68e-111,Macro_FOLR2+APOE+,0.474789372,Macro_FOLR2+APOE+,Mye
STX12,5.54e-62,0.473773634,0.602,0.304,1.0199999999999998e-57,Macro_FOLR2+APOE+,0.473773634,Macro_FOLR2+APOE+,Mye
VCP,2.17e-17,0.473150965,0.716,0.459,4e-13,Macro_FOLR2+APOE+,0.473150965,Macro_FOLR2+APOE+,Mye
SLC25A24,1.5999999999999998e-82,0.47237596,0.481,0.218,2.94e-78,Macro_FOLR2+APOE+,0.47237596,Macro_FOLR2+APOE+,Mye
SNX5,1.39e-62,0.467735633,0.718,0.389,2.55e-58,Macro_FOLR2+APOE+,0.467735633,Macro_FOLR2+APOE+,Mye
TSPAN3,1.56e-59,0.467705995,0.597,0.31,2.8799999999999995e-55,Macro_FOLR2+APOE+,0.467705995,Macro_FOLR2+APOE+,Mye
SRP9,1.84e-16,0.466484863,0.716,0.458,3.39e-12,Macro_FOLR2+APOE+,0.466484863,Macro_FOLR2+APOE+,Mye
IFFO1,1.0799999999999998e-112,0.466011011,0.408,0.151,1.99e-108,Macro_FOLR2+APOE+,0.466011011,Macro_FOLR2+APOE+,Mye
ATP5PD,3.0999999999999996e-171,0.465824244,0.703,0.308,5.7199999999999996e-167,Macro_FOLR2+APOE+,0.465824244,Macro_FOLR2+APOE+,Mye
GDE1,2.4799999999999998e-129,0.464889628,0.545,0.213,4.5699999999999994e-125,Macro_FOLR2+APOE+,0.464889628,Macro_FOLR2+APOE+,Mye
MKNK1,5.2e-131,0.463690278,0.513,0.201,9.58e-127,Macro_FOLR2+APOE+,0.463690278,Macro_FOLR2+APOE+,Mye
NDUFB8,3.6499999999999997e-109,0.463598083,0.578,0.279,6.7100000000000005e-105,Macro_FOLR2+APOE+,0.463598083,Macro_FOLR2+APOE+,Mye
UROS,1.38e-100,0.463592198,0.48,0.196,2.5299999999999995e-96,Macro_FOLR2+APOE+,0.463592198,Macro_FOLR2+APOE+,Mye
CREBL2,2.1299999999999996e-151,0.462355258,0.673,0.28,3.92e-147,Macro_FOLR2+APOE+,0.462355258,Macro_FOLR2+APOE+,Mye
HDLBP,2.24e-50,0.462256392,0.712,0.401,4.13e-46,Macro_FOLR2+APOE+,0.462256392,Macro_FOLR2+APOE+,Mye
ERGIC3,2.72e-20,0.461188233,0.769,0.49,5.01e-16,Macro_FOLR2+APOE+,0.461188233,Macro_FOLR2+APOE+,Mye
WIPF1,2.69e-36,0.460888629,0.744,0.457,4.95e-32,Macro_FOLR2+APOE+,0.460888629,Macro_FOLR2+APOE+,Mye
IDH2,5.86e-44,0.459797082,0.709,0.403,1.08e-39,Macro_FOLR2+APOE+,0.459797082,Macro_FOLR2+APOE+,Mye
HVCN1,8.43e-125,0.459503567,0.589,0.244,1.55e-120,Macro_FOLR2+APOE+,0.459503567,Macro_FOLR2+APOE+,Mye
MVP,1.78e-81,0.458137827,0.72,0.364,3.27e-77,Macro_FOLR2+APOE+,0.458137827,Macro_FOLR2+APOE+,Mye
SAR1A,1.91e-76,0.457596035,0.51,0.236,3.51e-72,Macro_FOLR2+APOE+,0.457596035,Macro_FOLR2+APOE+,Mye
VMP1,1.53e-14,0.456942914,0.802,0.543,2.81e-10,Macro_FOLR2+APOE+,0.456942914,Macro_FOLR2+APOE+,Mye
MRPS7,1.44e-82,0.45635673,0.621,0.301,2.66e-78,Macro_FOLR2+APOE+,0.45635673,Macro_FOLR2+APOE+,Mye
TCIRG1,4.17e-45,0.456340359,0.749,0.459,7.68e-41,Macro_FOLR2+APOE+,0.456340359,Macro_FOLR2+APOE+,Mye
SUMF2,2.18e-52,0.455793441,0.554,0.287,4.02e-48,Macro_FOLR2+APOE+,0.455793441,Macro_FOLR2+APOE+,Mye
HPS1,1.4199999999999999e-42,0.455691918,0.613,0.344,2.61e-38,Macro_FOLR2+APOE+,0.455691918,Macro_FOLR2+APOE+,Mye
MCOLN1,3.67e-136,0.455155461,0.634,0.264,6.77e-132,Macro_FOLR2+APOE+,0.455155461,Macro_FOLR2+APOE+,Mye
CAPZA2,7.430000000000001e-26,0.454014532,0.822,0.541,1.3700000000000002e-21,Macro_FOLR2+APOE+,0.454014532,Macro_FOLR2+APOE+,Mye
SNX1,1.2299999999999999e-57,0.453974404,0.575,0.299,2.27e-53,Macro_FOLR2+APOE+,0.453974404,Macro_FOLR2+APOE+,Mye
IGFLR1,5.26e-70,0.452607444,0.641,0.351,9.689999999999998e-66,Macro_FOLR2+APOE+,0.452607444,Macro_FOLR2+APOE+,Mye
CISD3,2.52e-93,0.452421901,0.631,0.296,4.64e-89,Macro_FOLR2+APOE+,0.452421901,Macro_FOLR2+APOE+,Mye
GSAP,2.5999999999999996e-106,0.4514645,0.461,0.184,4.78e-102,Macro_FOLR2+APOE+,0.4514645,Macro_FOLR2+APOE+,Mye
RTCB,9.31e-62,0.450407735,0.564,0.287,1.71e-57,Macro_FOLR2+APOE+,0.450407735,Macro_FOLR2+APOE+,Mye
MRPL52,4.07e-15,0.450192357,0.71,0.452,7.49e-11,Macro_FOLR2+APOE+,0.450192357,Macro_FOLR2+APOE+,Mye
SEPHS2,6.059999999999999e-119,0.449747844,0.531,0.219,1.12e-114,Macro_FOLR2+APOE+,0.449747844,Macro_FOLR2+APOE+,Mye
COA6,3.31e-122,0.446642146,0.582,0.243,6.099999999999999e-118,Macro_FOLR2+APOE+,0.446642146,Macro_FOLR2+APOE+,Mye
DOK2,2.83e-48,0.445621707,0.615,0.337,5.22e-44,Macro_FOLR2+APOE+,0.445621707,Macro_FOLR2+APOE+,Mye
PSMB5,7.84e-89,0.445232379,0.64,0.306,1.44e-84,Macro_FOLR2+APOE+,0.445232379,Macro_FOLR2+APOE+,Mye
NCSTN,7.69e-76,0.445217332,0.489,0.226,1.42e-71,Macro_FOLR2+APOE+,0.445217332,Macro_FOLR2+APOE+,Mye
PNKD,1e-74,0.443813965,0.625,0.313,1.85e-70,Macro_FOLR2+APOE+,0.443813965,Macro_FOLR2+APOE+,Mye
CAPN1,2.8199999999999997e-56,0.44380897,0.517,0.26,5.2e-52,Macro_FOLR2+APOE+,0.44380897,Macro_FOLR2+APOE+,Mye
DGCR6L,1.5100000000000001e-77,0.442816629,0.549,0.253,2.7800000000000003e-73,Macro_FOLR2+APOE+,0.442816629,Macro_FOLR2+APOE+,Mye
SNRPG,1.2e-8,0.442398844,0.802,0.55,2.22e-4,Macro_FOLR2+APOE+,0.442398844,Macro_FOLR2+APOE+,Mye
ARL2,8.47e-127,0.440544206,0.486,0.188,1.5600000000000002e-122,Macro_FOLR2+APOE+,0.440544206,Macro_FOLR2+APOE+,Mye
ATP5IF1,5.3399999999999996e-219,0.440175982,0.673,0.253,9.839999999999998e-215,Macro_FOLR2+APOE+,0.440175982,Macro_FOLR2+APOE+,Mye
RPL36AL,1.2e-34,0.439091124,0.792,0.484,2.2099999999999998e-30,Macro_FOLR2+APOE+,0.439091124,Macro_FOLR2+APOE+,Mye
HAPLN3,1.56e-172,0.437481997,0.369,0.107,2.8699999999999994e-168,Macro_FOLR2+APOE+,0.437481997,Macro_FOLR2+APOE+,Mye
NDUFV1,4.96e-40,0.437056115,0.694,0.4,9.14e-36,Macro_FOLR2+APOE+,0.437056115,Macro_FOLR2+APOE+,Mye
CHMP2B,1.5e-51,0.436263661,0.562,0.291,2.7599999999999996e-47,Macro_FOLR2+APOE+,0.436263661,Macro_FOLR2+APOE+,Mye
ATP5PO,3.3299999999999995e-145,0.435759156,0.549,0.225,6.13e-141,Macro_FOLR2+APOE+,0.435759156,Macro_FOLR2+APOE+,Mye
IGF2R,4.809999999999999e-193,0.432621124,0.577,0.205,8.86e-189,Macro_FOLR2+APOE+,0.432621124,Macro_FOLR2+APOE+,Mye
LDHB,4.6e-19,0.432022766,0.758,0.504,8.48e-15,Macro_FOLR2+APOE+,0.432022766,Macro_FOLR2+APOE+,Mye
TMEM109,1.4499999999999999e-34,0.43194434,0.632,0.361,2.6599999999999998e-30,Macro_FOLR2+APOE+,0.43194434,Macro_FOLR2+APOE+,Mye
PLEKHM2,1.63e-137,0.431743182,0.415,0.142,2.9999999999999998e-133,Macro_FOLR2+APOE+,0.431743182,Macro_FOLR2+APOE+,Mye
CLCN7,6.3e-141,0.43157947,0.47,0.171,1.16e-136,Macro_FOLR2+APOE+,0.43157947,Macro_FOLR2+APOE+,Mye
PPP1R7,7.319999999999999e-57,0.430717118,0.54,0.272,1.3499999999999999e-52,Macro_FOLR2+APOE+,0.430717118,Macro_FOLR2+APOE+,Mye
UBE2D1,4.34e-78,0.430044596,0.673,0.354,7.99e-74,Macro_FOLR2+APOE+,0.430044596,Macro_FOLR2+APOE+,Mye
C1orf122,3.19e-97,0.429434174,0.499,0.212,5.88e-93,Macro_FOLR2+APOE+,0.429434174,Macro_FOLR2+APOE+,Mye
MRPL27,1.56e-70,0.428426989,0.575,0.28,2.88e-66,Macro_FOLR2+APOE+,0.428426989,Macro_FOLR2+APOE+,Mye
LILRB1,1.5699999999999998e-47,0.426719012,0.664,0.368,2.8999999999999997e-43,Macro_FOLR2+APOE+,0.426719012,Macro_FOLR2+APOE+,Mye
YIPF3,1.2899999999999997e-55,0.425372637,0.609,0.316,2.38e-51,Macro_FOLR2+APOE+,0.425372637,Macro_FOLR2+APOE+,Mye
GPR155,6.149999999999998e-119,0.425353846,0.387,0.137,1.1299999999999999e-114,Macro_FOLR2+APOE+,0.425353846,Macro_FOLR2+APOE+,Mye
YWHAH,1.6999999999999995e-55,0.425291039,0.833,0.523,3.13e-51,Macro_FOLR2+APOE+,0.425291039,Macro_FOLR2+APOE+,Mye
LRP10,1.61e-90,0.423596967,0.6,0.286,2.96e-86,Macro_FOLR2+APOE+,0.423596967,Macro_FOLR2+APOE+,Mye
PRR13,1.4499999999999998e-47,0.422375358,0.874,0.572,2.6699999999999996e-43,Macro_FOLR2+APOE+,0.422375358,Macro_FOLR2+APOE+,Mye
TRAPPC3,2.42e-49,0.421740563,0.645,0.345,4.4599999999999996e-45,Macro_FOLR2+APOE+,0.421740563,Macro_FOLR2+APOE+,Mye
SFT2D1,1.74e-48,0.420763132,0.777,0.451,3.2100000000000003e-44,Macro_FOLR2+APOE+,0.420763132,Macro_FOLR2+APOE+,Mye
RPL15,7.94e-19,0.420400117,0.818,0.545,1.46e-14,Macro_FOLR2+APOE+,0.420400117,Macro_FOLR2+APOE+,Mye
NDUFC1,1.48e-44,0.419970254,0.764,0.449,2.72e-40,Macro_FOLR2+APOE+,0.419970254,Macro_FOLR2+APOE+,Mye
EFHD2,3.59e-59,0.419510233,0.741,0.421,6.619999999999998e-55,Macro_FOLR2+APOE+,0.419510233,Macro_FOLR2+APOE+,Mye
AKIRIN2,2.94e-23,0.41935427,0.67,0.414,5.41e-19,Macro_FOLR2+APOE+,0.41935427,Macro_FOLR2+APOE+,Mye
MYO5A,1.8300000000000001e-97,0.418944737,0.463,0.192,3.3599999999999997e-93,Macro_FOLR2+APOE+,0.418944737,Macro_FOLR2+APOE+,Mye
IFI6,6.269999999999999e-87,0.418886776,0.836,0.478,1.15e-82,Macro_FOLR2+APOE+,0.418886776,Macro_FOLR2+APOE+,Mye
SLC22A18,1.11e-187,0.41835618,0.504,0.164,2.0399999999999995e-183,Macro_FOLR2+APOE+,0.41835618,Macro_FOLR2+APOE+,Mye
RNF114,3.17e-94,0.418141403,0.727,0.36,5.83e-90,Macro_FOLR2+APOE+,0.418141403,Macro_FOLR2+APOE+,Mye
SELENOW,3.12e-186,0.417934238,0.679,0.28,5.739999999999999e-182,Macro_FOLR2+APOE+,0.417934238,Macro_FOLR2+APOE+,Mye
RPS9,5.98e-29,0.416322179,0.826,0.546,1.1e-24,Macro_FOLR2+APOE+,0.416322179,Macro_FOLR2+APOE+,Mye
PLIN3,2.0299999999999997e-31,0.416200932,0.624,0.364,3.75e-27,Macro_FOLR2+APOE+,0.416200932,Macro_FOLR2+APOE+,Mye
COMMD9,4.3399999999999996e-67,0.416062583,0.603,0.306,8e-63,Macro_FOLR2+APOE+,0.416062583,Macro_FOLR2+APOE+,Mye
PSMD8,5.839999999999999e-23,0.415887924,0.791,0.518,1.08e-18,Macro_FOLR2+APOE+,0.415887924,Macro_FOLR2+APOE+,Mye
NDUFS8,1.57e-41,0.415188052,0.804,0.486,2.8999999999999996e-37,Macro_FOLR2+APOE+,0.415188052,Macro_FOLR2+APOE+,Mye
ESD,1.2200000000000001e-29,0.414989295,0.608,0.357,2.24e-25,Macro_FOLR2+APOE+,0.414989295,Macro_FOLR2+APOE+,Mye
MRPS18B,1.47e-59,0.414081913,0.545,0.269,2.7099999999999992e-55,Macro_FOLR2+APOE+,0.414081913,Macro_FOLR2+APOE+,Mye
EVI2B,4.749999999999999e-38,0.41388274,0.643,0.369,8.739999999999999e-34,Macro_FOLR2+APOE+,0.41388274,Macro_FOLR2+APOE+,Mye
TRMT112,6.47e-7,0.413765015,0.867,0.611,0.011918192,Macro_FOLR2+APOE+,0.413765015,Macro_FOLR2+APOE+,Mye
C7orf50,9.829999999999999e-48,0.412914826,0.609,0.329,1.8099999999999997e-43,Macro_FOLR2+APOE+,0.412914826,Macro_FOLR2+APOE+,Mye
DUSP3,2.84e-76,0.411784051,0.538,0.255,5.219999999999999e-72,Macro_FOLR2+APOE+,0.411784051,Macro_FOLR2+APOE+,Mye
ATP5F1A,3.9699999999999995e-188,0.411704715,0.634,0.244,7.309999999999999e-184,Macro_FOLR2+APOE+,0.411704715,Macro_FOLR2+APOE+,Mye
TFPT,1.93e-141,0.40992248,0.581,0.234,3.55e-137,Macro_FOLR2+APOE+,0.40992248,Macro_FOLR2+APOE+,Mye
CCT3,1.3e-24,0.407165849,0.66,0.403,2.4e-20,Macro_FOLR2+APOE+,0.407165849,Macro_FOLR2+APOE+,Mye
MDH2,1.74e-13,0.407162348,0.777,0.515,3.21e-9,Macro_FOLR2+APOE+,0.407162348,Macro_FOLR2+APOE+,Mye
POLR2F,2.38e-49,0.406511354,0.579,0.305,4.38e-45,Macro_FOLR2+APOE+,0.406511354,Macro_FOLR2+APOE+,Mye
GGA2,2.38e-60,0.404508062,0.528,0.263,4.39e-56,Macro_FOLR2+APOE+,0.404508062,Macro_FOLR2+APOE+,Mye
SYS1,1.05e-114,0.404424535,0.426,0.161,1.9399999999999996e-110,Macro_FOLR2+APOE+,0.404424535,Macro_FOLR2+APOE+,Mye
AUP1,4.0099999999999995e-32,0.404218672,0.806,0.517,7.39e-28,Macro_FOLR2+APOE+,0.404218672,Macro_FOLR2+APOE+,Mye
