gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
ITPA,2.47E-78,0.377693699,0.568,0.266,4.54E-74,Macro_FOLR2+APOE+,0.377693699
OLFML3,4.08E-78,0.917352355,0.472,0.219,7.51E-74,Macro_FOLR2+APOE+,0.917352355
UBE2D1,4.34E-78,0.430044596,0.673,0.354,7.99E-74,Macro_FOLR2+APOE+,0.430044596
FERMT3,4.63E-78,0.535761628,0.827,0.473,8.54E-74,Macro_FOLR2+APOE+,0.535761628
TMED3,7.51E-78,0.738787799,0.559,0.266,1.38E-73,Macro_FOLR2+APOE+,0.738787799
SERPINB6,7.78E-78,0.673436292,0.772,0.412,1.43E-73,Macro_FOLR2+APOE+,0.673436292
DGCR6L,1.51E-77,0.442816629,0.549,0.253,2.78E-73,Macro_FOLR2+APOE+,0.442816629
ATP6V1C1,2.83E-77,0.323380246,0.56,0.265,5.22E-73,Macro_FOLR2+APOE+,0.323380246
FCGR3A,4.11E-77,1.451476669,0.926,0.565,7.56E-73,Macro_FOLR2+APOE+,1.451476669
VTI1B,4.96E-77,0.625476794,0.715,0.368,9.13E-73,Macro_FOLR2+APOE+,0.625476794
SNX2,5.38E-77,0.839927383,0.775,0.431,9.91E-73,Macro_FOLR2+APOE+,0.839927383
APIP,6.16E-77,0.914397247,0.491,0.226,1.13E-72,Macro_FOLR2+APOE+,0.914397247
EMC3,1.27E-76,0.376362114,0.626,0.311,2.34E-72,Macro_FOLR2+APOE+,0.376362114
MT-ND4,1.74E-76,0.792535581,0.824,0.567,3.21E-72,Macro_FOLR2+APOE+,0.792535581
SAR1A,1.91E-76,0.457596035,0.51,0.236,3.51E-72,Macro_FOLR2+APOE+,0.457596035
BLOC1S2,2.67E-76,0.681395702,0.635,0.322,4.91E-72,Macro_FOLR2+APOE+,0.681395702
DUSP3,2.84E-76,0.411784051,0.538,0.255,5.22E-72,Macro_FOLR2+APOE+,0.411784051
UGP2,3.12E-76,0.262844764,0.597,0.292,5.75E-72,Macro_FOLR2+APOE+,0.262844764
SAMD9L,3.38E-76,0.314832859,0.567,0.271,6.22E-72,Macro_FOLR2+APOE+,0.314832859
CCDC107,4.40E-76,0.83913451,0.615,0.298,8.11E-72,Macro_FOLR2+APOE+,0.83913451
NCSTN,7.69E-76,0.445217332,0.489,0.226,1.42E-71,Macro_FOLR2+APOE+,0.445217332
MAPKAP1,1.81E-75,0.720699419,0.457,0.205,3.34E-71,Macro_FOLR2+APOE+,0.720699419
RNF130,3.57E-75,1.04409918,0.957,0.702,6.57E-71,Macro_FOLR2+APOE+,1.04409918
ABI1,4.30E-75,0.785206714,0.649,0.331,7.92E-71,Macro_FOLR2+APOE+,0.785206714
SMIM20,6.40E-75,0.930104639,0.499,0.23,1.18E-70,Macro_FOLR2+APOE+,0.930104639
ITFG1,6.49E-75,0.496738543,0.464,0.207,1.19E-70,Macro_FOLR2+APOE+,0.496738543
PTPMT1,8.30E-75,0.781098023,0.513,0.241,1.53E-70,Macro_FOLR2+APOE+,0.781098023
CHMP5,8.63E-75,0.318830986,0.737,0.397,1.59E-70,Macro_FOLR2+APOE+,0.318830986
PNKD,1.00E-74,0.443813965,0.625,0.313,1.85E-70,Macro_FOLR2+APOE+,0.443813965
SLC20A1,1.21E-74,0.31591168,0.481,0.222,2.23E-70,Macro_FOLR2+APOE+,0.31591168
MVB12A,1.35E-74,0.273639907,0.45,0.2,2.48E-70,Macro_FOLR2+APOE+,0.273639907
ICAM1,1.87E-74,1.1110223,0.666,0.353,3.45E-70,Macro_FOLR2+APOE+,1.1110223
UROD,2.33E-74,0.870054744,0.489,0.227,4.30E-70,Macro_FOLR2+APOE+,0.870054744
ALDH2,3.39E-74,0.840380979,0.86,0.542,6.25E-70,Macro_FOLR2+APOE+,0.840380979
TMEM205,3.87E-74,0.531737958,0.579,0.276,7.12E-70,Macro_FOLR2+APOE+,0.531737958
NAGA,4.93E-74,0.749969657,0.687,0.351,9.08E-70,Macro_FOLR2+APOE+,0.749969657
G3BP1,4.93E-74,0.197599417,0.601,0.3,9.08E-70,Macro_FOLR2+APOE+,0.197599417
RPS10,6.77E-74,0.328193287,0.528,0.276,1.25E-69,Macro_FOLR2+APOE+,0.328193287
TECR,7.95E-74,0.528215601,0.711,0.369,1.46E-69,Macro_FOLR2+APOE+,0.528215601
PARP10,1.19E-73,0.392853098,0.461,0.207,2.20E-69,Macro_FOLR2+APOE+,0.392853098
RER1,1.30E-73,0.381797239,0.801,0.451,2.40E-69,Macro_FOLR2+APOE+,0.381797239
ANXA4,1.44E-73,0.608229761,0.61,0.3,2.65E-69,Macro_FOLR2+APOE+,0.608229761
ARPC4,1.70E-73,0.826169507,0.727,0.401,3.13E-69,Macro_FOLR2+APOE+,0.826169507
MT-ATP6,1.76E-73,0.891352359,0.834,0.571,3.24E-69,Macro_FOLR2+APOE+,0.891352359
NUCB1,1.97E-73,0.537862729,0.865,0.534,3.63E-69,Macro_FOLR2+APOE+,0.537862729
MPDU1,2.75E-73,0.861238254,0.475,0.22,5.06E-69,Macro_FOLR2+APOE+,0.861238254
ATP6V1B2,3.00E-73,0.888617573,0.87,0.525,5.52E-69,Macro_FOLR2+APOE+,0.888617573
TNFAIP8L2,3.05E-73,0.193856759,0.535,0.252,5.61E-69,Macro_FOLR2+APOE+,0.193856759
SPG21,3.94E-73,0.528533676,0.772,0.428,7.25E-69,Macro_FOLR2+APOE+,0.528533676
SMIM15,4.19E-73,0.535173443,0.461,0.21,7.72E-69,Macro_FOLR2+APOE+,0.535173443
SLC25A11,4.84E-73,0.604825759,0.591,0.296,8.91E-69,Macro_FOLR2+APOE+,0.604825759
ENG,5.35E-73,0.804225527,0.656,0.338,9.86E-69,Macro_FOLR2+APOE+,0.804225527
UBE2F,6.06E-73,0.28696032,0.522,0.252,1.12E-68,Macro_FOLR2+APOE+,0.28696032
NUDT14,6.63E-73,0.173953076,0.452,0.202,1.22E-68,Macro_FOLR2+APOE+,0.173953076
ADAM28,7.55E-73,1.244523624,0.49,0.231,1.39E-68,Macro_FOLR2+APOE+,1.244523624
ATP5MG,7.62E-73,0.305512784,0.75,0.409,1.40E-68,Macro_FOLR2+APOE+,0.305512784
WIPI2,8.18E-73,0.379167115,0.511,0.24,1.51E-68,Macro_FOLR2+APOE+,0.379167115
GPR34,1.60E-72,0.975891045,0.591,0.298,2.95E-68,Macro_FOLR2+APOE+,0.975891045
SLC50A1,1.81E-72,0.58380814,0.461,0.21,3.34E-68,Macro_FOLR2+APOE+,0.58380814
LRRC25,1.84E-72,0.804368577,0.645,0.324,3.38E-68,Macro_FOLR2+APOE+,0.804368577
YIF1B,2.07E-72,0.79200362,0.657,0.342,3.81E-68,Macro_FOLR2+APOE+,0.79200362
TMBIM1,2.40E-72,0.62483468,0.679,0.352,4.41E-68,Macro_FOLR2+APOE+,0.62483468
MAX,3.49E-72,0.329425504,0.721,0.387,6.43E-68,Macro_FOLR2+APOE+,0.329425504
SEC11C,4.49E-72,0.286003228,0.631,0.317,8.27E-68,Macro_FOLR2+APOE+,0.286003228
ERP44,5.10E-72,0.530230098,0.754,0.419,9.39E-68,Macro_FOLR2+APOE+,0.530230098
UBE2E2,5.76E-72,0.61234539,0.586,0.291,1.06E-67,Macro_FOLR2+APOE+,0.61234539
NINJ1,8.57E-72,1.003977049,0.895,0.55,1.58E-67,Macro_FOLR2+APOE+,1.003977049
CYBB,1.40E-71,0.845143608,0.93,0.615,2.58E-67,Macro_FOLR2+APOE+,0.845143608
FDX1,1.44E-71,0.195927957,0.549,0.274,2.65E-67,Macro_FOLR2+APOE+,0.195927957
CHCHD1,1.74E-71,0.200337566,0.548,0.262,3.20E-67,Macro_FOLR2+APOE+,0.200337566
CDV3,2.62E-71,0.370847791,0.55,0.267,4.82E-67,Macro_FOLR2+APOE+,0.370847791
FEZ2,6.22E-71,0.154756873,0.661,0.341,1.15E-66,Macro_FOLR2+APOE+,0.154756873
ST3GAL1,6.86E-71,0.508982715,0.475,0.223,1.26E-66,Macro_FOLR2+APOE+,0.508982715
CNDP2,1.54E-70,1.036883449,0.801,0.445,2.84E-66,Macro_FOLR2+APOE+,1.036883449
MRPL27,1.56E-70,0.428426989,0.575,0.28,2.88E-66,Macro_FOLR2+APOE+,0.428426989
AKIP1,1.58E-70,0.174907842,0.458,0.205,2.91E-66,Macro_FOLR2+APOE+,0.174907842
KLHDC3,2.16E-70,0.369367986,0.499,0.234,3.97E-66,Macro_FOLR2+APOE+,0.369367986
MPV17,2.78E-70,0.504531973,0.611,0.301,5.12E-66,Macro_FOLR2+APOE+,0.504531973
COMT,3.31E-70,1.004741263,0.873,0.548,6.10E-66,Macro_FOLR2+APOE+,1.004741263
IGFLR1,5.26E-70,0.452607444,0.641,0.351,9.69E-66,Macro_FOLR2+APOE+,0.452607444
MT-ND6,7.11E-70,0.690384216,0.572,0.294,1.31E-65,Macro_FOLR2+APOE+,0.690384216
CSNK2B,8.83E-70,0.292146556,0.62,0.329,1.63E-65,Macro_FOLR2+APOE+,0.292146556
MRPS15,1.79E-69,0.347022143,0.622,0.309,3.30E-65,Macro_FOLR2+APOE+,0.347022143
SDF4,3.86E-69,0.343423649,0.755,0.422,7.11E-65,Macro_FOLR2+APOE+,0.343423649
P4HB,4.06E-69,0.550561195,0.914,0.621,7.48E-65,Macro_FOLR2+APOE+,0.550561195
SNX27,4.84E-69,0.393798428,0.504,0.237,8.91E-65,Macro_FOLR2+APOE+,0.393798428
LPAR6,4.84E-69,0.549580113,0.619,0.313,8.92E-65,Macro_FOLR2+APOE+,0.549580113
CDIPT,7.63E-69,0.324304561,0.481,0.223,1.41E-64,Macro_FOLR2+APOE+,0.324304561
M6PR,8.48E-69,0.73806705,0.876,0.555,1.56E-64,Macro_FOLR2+APOE+,0.73806705
PILRA,9.56E-69,1.386600149,0.812,0.484,1.76E-64,Macro_FOLR2+APOE+,1.386600149
PSMD1,1.60E-68,0.393602356,0.55,0.27,2.95E-64,Macro_FOLR2+APOE+,0.393602356
CSF1R,1.82E-68,1.140558203,0.923,0.561,3.36E-64,Macro_FOLR2+APOE+,1.140558203
MT-ND1,2.26E-68,0.796832535,0.83,0.561,4.17E-64,Macro_FOLR2+APOE+,0.796832535
LMAN2,3.21E-68,1.023948636,0.836,0.502,5.91E-64,Macro_FOLR2+APOE+,1.023948636
ANAPC13,4.51E-68,0.826690874,0.481,0.223,8.31E-64,Macro_FOLR2+APOE+,0.826690874
SNAP29,5.23E-68,0.188748477,0.559,0.277,9.63E-64,Macro_FOLR2+APOE+,0.188748477
PLBD1,1.86E-67,0.779948771,0.718,0.383,3.42E-63,Macro_FOLR2+APOE+,0.779948771
NANS,1.97E-67,0.813131089,0.708,0.38,3.63E-63,Macro_FOLR2+APOE+,0.813131089
NDUFS3,2.03E-67,0.313845945,0.646,0.332,3.73E-63,Macro_FOLR2+APOE+,0.313845945
BLOC1S1,2.25E-67,0.954220939,0.752,0.464,4.14E-63,Macro_FOLR2+APOE+,0.954220939
COMMD9,4.34E-67,0.416062583,0.603,0.306,8.00E-63,Macro_FOLR2+APOE+,0.416062583
EMC10,5.88E-67,0.164806692,0.655,0.339,1.08E-62,Macro_FOLR2+APOE+,0.164806692
RPL22L1,8.71E-67,0.809781236,0.545,0.266,1.60E-62,Macro_FOLR2+APOE+,0.809781236
HAVCR2,1.15E-66,0.784161843,0.764,0.426,2.12E-62,Macro_FOLR2+APOE+,0.784161843
LRP1,1.79E-66,0.365486313,0.772,0.412,3.30E-62,Macro_FOLR2+APOE+,0.365486313
PSMA3,2.53E-66,0.604541657,0.668,0.363,4.66E-62,Macro_FOLR2+APOE+,0.604541657
PEBP1,2.59E-66,0.654670183,0.887,0.555,4.77E-62,Macro_FOLR2+APOE+,0.654670183
ZNF331,3.39E-66,0.748362529,0.65,0.336,6.25E-62,Macro_FOLR2+APOE+,0.748362529
C15orf48,5.06E-66,0.289045243,0.637,0.336,9.31E-62,Macro_FOLR2+APOE+,0.289045243
CLPP,6.40E-66,0.232609268,0.533,0.258,1.18E-61,Macro_FOLR2+APOE+,0.232609268
MRPS18C,9.13E-66,0.499360876,0.59,0.293,1.68E-61,Macro_FOLR2+APOE+,0.499360876
ARF3,9.99E-66,0.37402483,0.647,0.328,1.84E-61,Macro_FOLR2+APOE+,0.37402483
HADHB,1.04E-65,0.988509436,0.67,0.351,1.91E-61,Macro_FOLR2+APOE+,0.988509436
TPD52L2,1.09E-65,0.784836667,0.533,0.261,2.01E-61,Macro_FOLR2+APOE+,0.784836667
CD86,1.47E-65,0.859442367,0.836,0.485,2.70E-61,Macro_FOLR2+APOE+,0.859442367
RBMS1,1.54E-65,0.232359193,0.589,0.302,2.84E-61,Macro_FOLR2+APOE+,0.232359193
SOD2,1.63E-65,1.906803932,0.916,0.644,3.00E-61,Macro_FOLR2+APOE+,1.906803932
MTCH2,5.19E-65,0.154246587,0.615,0.314,9.55E-61,Macro_FOLR2+APOE+,0.154246587
PARP9,6.60E-65,0.15286484,0.509,0.247,1.22E-60,Macro_FOLR2+APOE+,0.15286484
TNFAIP2,1.15E-64,1.249964499,0.724,0.397,2.12E-60,Macro_FOLR2+APOE+,1.249964499
ERLEC1,1.24E-64,0.383273526,0.545,0.268,2.28E-60,Macro_FOLR2+APOE+,0.383273526
RNF13,1.62E-64,1.00637371,0.837,0.508,2.98E-60,Macro_FOLR2+APOE+,1.00637371
MYO9B,5.61E-64,0.375063185,0.699,0.379,1.03E-59,Macro_FOLR2+APOE+,0.375063185
ARAP1,6.17E-64,1.033525641,0.559,0.284,1.14E-59,Macro_FOLR2+APOE+,1.033525641
CORO1C,1.48E-63,0.778724706,0.647,0.335,2.73E-59,Macro_FOLR2+APOE+,0.778724706
DCAF7,1.65E-63,0.248984702,0.593,0.304,3.05E-59,Macro_FOLR2+APOE+,0.248984702
PMVK,2.25E-63,0.320623374,0.487,0.234,4.15E-59,Macro_FOLR2+APOE+,0.320623374
PDIA6,2.55E-63,0.807396816,0.842,0.511,4.70E-59,Macro_FOLR2+APOE+,0.807396816
AGTRAP,3.10E-63,0.530183559,0.676,0.352,5.70E-59,Macro_FOLR2+APOE+,0.530183559
TMEM30A,3.48E-63,0.65911611,0.578,0.297,6.41E-59,Macro_FOLR2+APOE+,0.65911611
WBP2,3.60E-63,0.656066555,0.691,0.375,6.63E-59,Macro_FOLR2+APOE+,0.656066555
IFNGR2,4.35E-63,0.984798168,0.875,0.555,8.01E-59,Macro_FOLR2+APOE+,0.984798168
JOSD2,4.73E-63,0.564406183,0.623,0.32,8.70E-59,Macro_FOLR2+APOE+,0.564406183
NDUFB3,1.03E-62,0.670849751,0.799,0.458,1.90E-58,Macro_FOLR2+APOE+,0.670849751
SNX5,1.39E-62,0.467735633,0.718,0.389,2.55E-58,Macro_FOLR2+APOE+,0.467735633
PSMC1,2.27E-62,0.685978209,0.621,0.321,4.18E-58,Macro_FOLR2+APOE+,0.685978209
MRPL55,2.44E-62,1.061813845,0.542,0.27,4.50E-58,Macro_FOLR2+APOE+,1.061813845
NDFIP1,2.67E-62,0.378211413,0.832,0.494,4.92E-58,Macro_FOLR2+APOE+,0.378211413
DNMT1,3.74E-62,0.485962907,0.601,0.309,6.89E-58,Macro_FOLR2+APOE+,0.485962907
RHBDF2,3.77E-62,0.532279294,0.618,0.316,6.94E-58,Macro_FOLR2+APOE+,0.532279294
STX12,5.54E-62,0.473773634,0.602,0.304,1.02E-57,Macro_FOLR2+APOE+,0.473773634
DAPK1,5.61E-62,0.921938094,0.616,0.327,1.03E-57,Macro_FOLR2+APOE+,0.921938094
BCKDK,7.27E-62,0.523278201,0.606,0.311,1.34E-57,Macro_FOLR2+APOE+,0.523278201
NSFL1C,7.76E-62,0.48283884,0.545,0.267,1.43E-57,Macro_FOLR2+APOE+,0.48283884
RTCB,9.31E-62,0.450407735,0.564,0.287,1.71E-57,Macro_FOLR2+APOE+,0.450407735
CCDC47,9.84E-62,0.859125042,0.572,0.296,1.81E-57,Macro_FOLR2+APOE+,0.859125042
EML4,2.72E-61,0.762422698,0.623,0.348,5.02E-57,Macro_FOLR2+APOE+,0.762422698
ME2,2.86E-61,0.578724818,0.577,0.298,5.28E-57,Macro_FOLR2+APOE+,0.578724818
IFI27L2,3.33E-61,0.562244683,0.73,0.4,6.13E-57,Macro_FOLR2+APOE+,0.562244683
SDCBP,3.56E-61,1.327086608,0.969,0.716,6.55E-57,Macro_FOLR2+APOE+,1.327086608
TMCO1,4.03E-61,0.244113577,0.657,0.35,7.43E-57,Macro_FOLR2+APOE+,0.244113577
FBP1,1.03E-60,0.569168683,0.618,0.342,1.90E-56,Macro_FOLR2+APOE+,0.569168683
NDUFA8,1.20E-60,0.484133371,0.56,0.283,2.21E-56,Macro_FOLR2+APOE+,0.484133371
RPL23,1.21E-60,0.232332094,0.773,0.444,2.23E-56,Macro_FOLR2+APOE+,0.232332094
COMMD1,1.26E-60,0.749560439,0.617,0.314,2.32E-56,Macro_FOLR2+APOE+,0.749560439
KCNAB2,2.26E-60,0.712001454,0.539,0.273,4.17E-56,Macro_FOLR2+APOE+,0.712001454
PSMC3,2.30E-60,0.692906597,0.6,0.311,4.24E-56,Macro_FOLR2+APOE+,0.692906597
GGA2,2.38E-60,0.404508062,0.528,0.263,4.39E-56,Macro_FOLR2+APOE+,0.404508062
ENTPD1,4.05E-60,0.659388661,0.586,0.301,7.46E-56,Macro_FOLR2+APOE+,0.659388661
PARL,7.57E-60,0.521272308,0.554,0.282,1.39E-55,Macro_FOLR2+APOE+,0.521272308
SURF1,1.16E-59,0.682887565,0.611,0.319,2.14E-55,Macro_FOLR2+APOE+,0.682887565
MRPS18B,1.47E-59,0.414081913,0.545,0.269,2.71E-55,Macro_FOLR2+APOE+,0.414081913
TSPAN3,1.56E-59,0.467705995,0.597,0.31,2.88E-55,Macro_FOLR2+APOE+,0.467705995
CEBPD,1.76E-59,0.246900538,0.862,0.559,3.24E-55,Macro_FOLR2+APOE+,0.246900538
UBE2L6,2.18E-59,0.725005618,0.886,0.561,4.02E-55,Macro_FOLR2+APOE+,0.725005618
ACO2,2.60E-59,0.404177783,0.523,0.263,4.80E-55,Macro_FOLR2+APOE+,0.404177783
ETHE1,3.49E-59,0.596561686,0.641,0.333,6.42E-55,Macro_FOLR2+APOE+,0.596561686
EFHD2,3.59E-59,0.419510233,0.741,0.421,6.62E-55,Macro_FOLR2+APOE+,0.419510233
CYC1,7.53E-59,0.776378634,0.75,0.425,1.39E-54,Macro_FOLR2+APOE+,0.776378634
NDUFA13,1.81E-58,0.784855021,0.725,0.423,3.34E-54,Macro_FOLR2+APOE+,0.784855021
TPP1,2.93E-58,1.050799306,0.911,0.586,5.40E-54,Macro_FOLR2+APOE+,1.050799306
ATRAID,4.42E-58,0.989364406,0.79,0.456,8.15E-54,Macro_FOLR2+APOE+,0.989364406
SLC3A2,5.21E-58,1.178276154,0.778,0.454,9.59E-54,Macro_FOLR2+APOE+,1.178276154
PRNP,9.77E-58,0.556023017,0.721,0.392,1.80E-53,Macro_FOLR2+APOE+,0.556023017
SNX1,1.23E-57,0.453974404,0.575,0.299,2.27E-53,Macro_FOLR2+APOE+,0.453974404
UQCRC2,1.27E-57,0.639313742,0.724,0.406,2.34E-53,Macro_FOLR2+APOE+,0.639313742
SDF2L1,1.43E-57,0.587206411,0.641,0.346,2.63E-53,Macro_FOLR2+APOE+,0.587206411
MGMT,1.56E-57,0.30094137,0.501,0.249,2.87E-53,Macro_FOLR2+APOE+,0.30094137
GNPTG,1.63E-57,0.702789204,0.721,0.42,3.00E-53,Macro_FOLR2+APOE+,0.702789204
CALM3,2.93E-57,0.817532146,0.83,0.498,5.40E-53,Macro_FOLR2+APOE+,0.817532146
POLR3GL,4.11E-57,0.347834509,0.574,0.289,7.57E-53,Macro_FOLR2+APOE+,0.347834509
NCF4,4.56E-57,0.488565585,0.741,0.413,8.40E-53,Macro_FOLR2+APOE+,0.488565585
GYPC,4.58E-57,0.306533551,0.566,0.293,8.43E-53,Macro_FOLR2+APOE+,0.306533551
PPP1R7,7.32E-57,0.430717118,0.54,0.272,1.35E-52,Macro_FOLR2+APOE+,0.430717118
STAT2,1.11E-56,0.155699682,0.548,0.287,2.05E-52,Macro_FOLR2+APOE+,0.155699682
GOLGA4,1.46E-56,0.240409679,0.614,0.327,2.70E-52,Macro_FOLR2+APOE+,0.240409679
CAPN1,2.82E-56,0.44380897,0.517,0.26,5.20E-52,Macro_FOLR2+APOE+,0.44380897
EPB41L3,2.94E-56,0.548896537,0.57,0.296,5.42E-52,Macro_FOLR2+APOE+,0.548896537
RPL13A,3.64E-56,0.314653337,0.818,0.512,6.71E-52,Macro_FOLR2+APOE+,0.314653337
CLEC2B,3.74E-56,0.511695568,0.799,0.46,6.89E-52,Macro_FOLR2+APOE+,0.511695568
VDAC3,5.29E-56,0.170222491,0.593,0.304,9.75E-52,Macro_FOLR2+APOE+,0.170222491
TNFRSF1A,5.31E-56,0.252745554,0.771,0.439,9.77E-52,Macro_FOLR2+APOE+,0.252745554
CLEC4E,5.32E-56,1.00782979,0.552,0.284,9.79E-52,Macro_FOLR2+APOE+,1.00782979
TFG,6.24E-56,0.395666121,0.51,0.254,1.15E-51,Macro_FOLR2+APOE+,0.395666121
STARD3NL,7.46E-56,0.384228122,0.525,0.263,1.37E-51,Macro_FOLR2+APOE+,0.384228122
TSEN34,1.22E-55,0.26893214,0.551,0.283,2.25E-51,Macro_FOLR2+APOE+,0.26893214
YIPF3,1.29E-55,0.425372637,0.609,0.316,2.38E-51,Macro_FOLR2+APOE+,0.425372637
YWHAH,1.70E-55,0.425291039,0.833,0.523,3.13E-51,Macro_FOLR2+APOE+,0.425291039
FABP5,1.77E-55,1.637653536,0.728,0.438,3.26E-51,Macro_FOLR2+APOE+,1.637653536
C14orf119,1.86E-55,0.618532479,0.552,0.284,3.42E-51,Macro_FOLR2+APOE+,0.618532479
STOML2,2.98E-55,0.263368792,0.533,0.268,5.49E-51,Macro_FOLR2+APOE+,0.263368792
FGFR1OP2,3.72E-55,0.283805746,0.578,0.298,6.85E-51,Macro_FOLR2+APOE+,0.283805746
SDHC,3.78E-55,0.59056549,0.745,0.432,6.95E-51,Macro_FOLR2+APOE+,0.59056549
LTBR,4.98E-55,0.594949971,0.64,0.341,9.18E-51,Macro_FOLR2+APOE+,0.594949971
BSG,6.69E-55,0.641882734,0.884,0.554,1.23E-50,Macro_FOLR2+APOE+,0.641882734
CD53,1.02E-54,0.935461658,0.944,0.671,1.87E-50,Macro_FOLR2+APOE+,0.935461658
PFKL,1.68E-54,0.536029337,0.696,0.384,3.09E-50,Macro_FOLR2+APOE+,0.536029337
SPAG7,1.96E-54,0.545576739,0.608,0.318,3.61E-50,Macro_FOLR2+APOE+,0.545576739
SPCS3,2.80E-54,0.527456289,0.766,0.435,5.16E-50,Macro_FOLR2+APOE+,0.527456289
TSPAN14,3.17E-54,0.924376729,0.612,0.325,5.83E-50,Macro_FOLR2+APOE+,0.924376729
ADPGK,5.97E-54,0.867328606,0.707,0.392,1.10E-49,Macro_FOLR2+APOE+,0.867328606
SOD1,7.09E-54,0.846192766,0.875,0.555,1.31E-49,Macro_FOLR2+APOE+,0.846192766
ADIPOR1,9.12E-54,0.854384146,0.769,0.453,1.68E-49,Macro_FOLR2+APOE+,0.854384146
PSMD11,1.19E-53,0.803730105,0.571,0.301,2.20E-49,Macro_FOLR2+APOE+,0.803730105
UCP2,2.19E-53,0.979982344,0.92,0.626,4.03E-49,Macro_FOLR2+APOE+,0.979982344
PSMB7,2.23E-53,0.72343662,0.647,0.355,4.11E-49,Macro_FOLR2+APOE+,0.72343662
ACTR1A,3.23E-53,0.517841086,0.545,0.281,5.94E-49,Macro_FOLR2+APOE+,0.517841086
NAIP,4.85E-53,0.346792383,0.642,0.363,8.93E-49,Macro_FOLR2+APOE+,0.346792383
TMED9,5.39E-53,0.571923013,0.827,0.515,9.92E-49,Macro_FOLR2+APOE+,0.571923013
UBE2L3,5.55E-53,0.186285841,0.812,0.493,1.02E-48,Macro_FOLR2+APOE+,0.186285841
MGAT1,8.15E-53,1.598816255,0.906,0.616,1.50E-48,Macro_FOLR2+APOE+,1.598816255
CASP4,8.33E-53,0.78442153,0.757,0.434,1.53E-48,Macro_FOLR2+APOE+,0.78442153
AOAH,8.79E-53,0.921178942,0.667,0.366,1.62E-48,Macro_FOLR2+APOE+,0.921178942
COX14,8.93E-53,0.31389539,0.769,0.453,1.65E-48,Macro_FOLR2+APOE+,0.31389539
QKI,1.09E-52,0.291689554,0.654,0.36,2.02E-48,Macro_FOLR2+APOE+,0.291689554
TMEM165,1.16E-52,0.302164818,0.685,0.384,2.14E-48,Macro_FOLR2+APOE+,0.302164818
SUMF2,2.18E-52,0.455793441,0.554,0.287,4.02E-48,Macro_FOLR2+APOE+,0.455793441
PSMD3,4.69E-52,0.24676255,0.529,0.273,8.63E-48,Macro_FOLR2+APOE+,0.24676255
GCC2,4.74E-52,0.286046938,0.528,0.273,8.72E-48,Macro_FOLR2+APOE+,0.286046938
GYG1,1.00E-51,0.358645543,0.525,0.266,1.85E-47,Macro_FOLR2+APOE+,0.358645543
CHMP2B,1.50E-51,0.436263661,0.562,0.291,2.76E-47,Macro_FOLR2+APOE+,0.436263661
KCTD12,1.60E-51,0.21821922,0.827,0.481,2.95E-47,Macro_FOLR2+APOE+,0.21821922
LEPROTL1,3.16E-51,0.515246641,0.704,0.39,5.82E-47,Macro_FOLR2+APOE+,0.515246641
TALDO1,3.99E-51,0.992785587,0.908,0.655,7.35E-47,Macro_FOLR2+APOE+,0.992785587
HSPB1,5.27E-51,0.549653511,0.938,0.65,9.71E-47,Macro_FOLR2+APOE+,0.549653511
DEGS1,8.94E-51,0.898592117,0.598,0.318,1.65E-46,Macro_FOLR2+APOE+,0.898592117
RPS11,1.82E-50,0.227228908,0.804,0.495,3.35E-46,Macro_FOLR2+APOE+,0.227228908
ORMDL2,1.84E-50,0.861791875,0.548,0.292,3.40E-46,Macro_FOLR2+APOE+,0.861791875
MANF,2.13E-50,0.51556727,0.545,0.288,3.92E-46,Macro_FOLR2+APOE+,0.51556727
HDLBP,2.24E-50,0.462256392,0.712,0.401,4.13E-46,Macro_FOLR2+APOE+,0.462256392
NUB1,4.05E-50,0.37951696,0.577,0.306,7.46E-46,Macro_FOLR2+APOE+,0.37951696
PSENEN,4.11E-50,0.191654424,0.542,0.287,7.57E-46,Macro_FOLR2+APOE+,0.191654424
LAMTOR2,4.56E-50,0.758187425,0.845,0.534,8.39E-46,Macro_FOLR2+APOE+,0.758187425
EIF4A3,4.92E-50,1.117357945,0.69,0.394,9.06E-46,Macro_FOLR2+APOE+,1.117357945
IL2RG,6.15E-50,0.325865476,0.573,0.317,1.13E-45,Macro_FOLR2+APOE+,0.325865476
PRCP,6.49E-50,0.636073493,0.689,0.381,1.19E-45,Macro_FOLR2+APOE+,0.636073493
MANBA,6.96E-50,0.730605375,0.61,0.328,1.28E-45,Macro_FOLR2+APOE+,0.730605375
SNRPC,1.28E-49,0.277460696,0.732,0.41,2.37E-45,Macro_FOLR2+APOE+,0.277460696
BEX4,1.77E-49,0.546134597,0.591,0.321,3.26E-45,Macro_FOLR2+APOE+,0.546134597
COA3,2.32E-49,0.526316172,0.589,0.312,4.27E-45,Macro_FOLR2+APOE+,0.526316172
POLR2F,2.38E-49,0.406511354,0.579,0.305,4.38E-45,Macro_FOLR2+APOE+,0.406511354
TRAPPC3,2.42E-49,0.421740563,0.645,0.345,4.46E-45,Macro_FOLR2+APOE+,0.421740563
DYNLT1,3.04E-49,0.367738083,0.817,0.5,5.60E-45,Macro_FOLR2+APOE+,0.367738083
LEPROT,3.85E-49,0.26878113,0.637,0.347,7.08E-45,Macro_FOLR2+APOE+,0.26878113
