p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength
0,0.616977249,0.306,0.122,0,T_cells_c1_CD4+_IL7R,CD96,subset,0.616977249
0,0.613001776,0.326,0.13,0,T_cells_c1_CD4+_IL7R,CD3G,subset,0.613001776
0,0.603696532,0.239,0.088,0,T_cells_c1_CD4+_IL7R,STAT4,subset,0.603696532
0,0.599015487,0.433,0.294,0,T_cells_c1_CD4+_IL7R,ZNF331,subset,0.599015487
0,0.587756273,0.355,0.184,0,T_cells_c1_CD4+_IL7R,ACAP1,subset,0.587756273
0,0.581828482,0.299,0.17,0,T_cells_c1_CD4+_IL7R,SLA,subset,0.581828482
0,0.580963921,0.31,0.138,0,T_cells_c1_CD4+_IL7R,SPOCK2,subset,0.580963921
0,0.563481953,0.299,0.155,0,T_cells_c1_CD4+_IL7R,GNG2,subset,0.563481953
0,0.552911066,0.787,0.53,0,T_cells_c1_CD4+_IL7R,S100A4,subset,0.552911066
0,0.542352044,0.21,0.074,0,T_cells_c1_CD4+_IL7R,CAMK4,subset,0.542352044
0,0.538671448,0.459,0.256,0,T_cells_c1_CD4+_IL7R,IL2RG,subset,0.538671448
0,0.529856262,0.43,0.313,0,T_cells_c1_CD4+_IL7R,GMFG,subset,0.529856262
1.94E-291,0.516663328,0.28,0.156,5.78E-287,T_cells_c1_CD4+_IL7R,CLEC2D,subset,0.516663328
1.56E-260,0.505291727,0.227,0.117,4.65E-256,T_cells_c1_CD4+_IL7R,SYTL3,subset,0.505291727
0,1.892898864,0.517,0.072,0,T_cells_c2_CD4+_T-regs_FOXP3,TNFRSF4,subset,1.892898864
0,1.822802871,0.747,0.188,0,T_cells_c2_CD4+_T-regs_FOXP3,LTB,subset,1.822802871
0,1.81992586,0.912,0.375,0,T_cells_c2_CD4+_T-regs_FOXP3,IL32,subset,1.81992586
0,1.771432305,0.646,0.169,0,T_cells_c2_CD4+_T-regs_FOXP3,BATF,subset,1.771432305
0,1.696968165,0.498,0.01,0,T_cells_c2_CD4+_T-regs_FOXP3,FOXP3,subset,1.696968165
0,1.653671063,0.666,0.08,0,T_cells_c2_CD4+_T-regs_FOXP3,TIGIT,subset,1.653671063
0,1.613246019,0.5,0.09,0,T_cells_c2_CD4+_T-regs_FOXP3,TNFRSF18,subset,1.613246019
0,1.572721261,0.542,0.048,0,T_cells_c2_CD4+_T-regs_FOXP3,CTLA4,subset,1.572721261
0,1.427063258,0.625,0.196,0,T_cells_c2_CD4+_T-regs_FOXP3,CARD16,subset,1.427063258
0,1.408837145,0.609,0.159,0,T_cells_c2_CD4+_T-regs_FOXP3,TRAC,subset,1.408837145
0,1.355069893,0.378,0.026,0,T_cells_c2_CD4+_T-regs_FOXP3,IL2RA,subset,1.355069893
0,1.353814124,0.616,0.121,0,T_cells_c2_CD4+_T-regs_FOXP3,CD27,subset,1.353814124
0,1.353666893,0.724,0.322,0,T_cells_c2_CD4+_T-regs_FOXP3,DUSP4,subset,1.353666893
0,1.337317736,0.529,0.09,0,T_cells_c2_CD4+_T-regs_FOXP3,ICOS,subset,1.337317736
0,1.302086329,0.764,0.213,0,T_cells_c2_CD4+_T-regs_FOXP3,CD2,subset,1.302086329
0,1.276642068,0.545,0.222,0,T_cells_c2_CD4+_T-regs_FOXP3,PMAIP1,subset,1.276642068
0,1.260734229,0.809,0.299,0,T_cells_c2_CD4+_T-regs_FOXP3,RGS1,subset,1.260734229
0,1.246290126,0.391,0.032,0,T_cells_c2_CD4+_T-regs_FOXP3,AC133644.2,subset,1.246290126
0,1.240685808,0.376,0.034,0,T_cells_c2_CD4+_T-regs_FOXP3,TNFRSF9,subset,1.240685808
0,1.193269693,0.548,0.192,0,T_cells_c2_CD4+_T-regs_FOXP3,TNFRSF1B,subset,1.193269693
0,1.187146549,0.585,0.132,0,T_cells_c2_CD4+_T-regs_FOXP3,SPOCK2,subset,1.187146549
0,1.183520565,0.426,0.096,0,T_cells_c2_CD4+_T-regs_FOXP3,TBC1D4,subset,1.183520565
0,1.150255282,0.707,0.253,0,T_cells_c2_CD4+_T-regs_FOXP3,IL2RG,subset,1.150255282
0,1.147380296,0.65,0.285,0,T_cells_c2_CD4+_T-regs_FOXP3,BIRC3,subset,1.147380296
0,1.137569721,0.92,0.533,0,T_cells_c2_CD4+_T-regs_FOXP3,S100A4,subset,1.137569721
0,1.126562766,0.334,0.041,0,T_cells_c2_CD4+_T-regs_FOXP3,RTKN2,subset,1.126562766
0,1.11128145,0.64,0.196,0,T_cells_c2_CD4+_T-regs_FOXP3,CD7,subset,1.11128145
0,1.110075747,0.656,0.358,0,T_cells_c2_CD4+_T-regs_FOXP3,ARID5B,subset,1.110075747
0,1.088786328,0.356,0.102,0,T_cells_c2_CD4+_T-regs_FOXP3,GK,subset,1.088786328
0,1.063806961,0.759,0.222,0,T_cells_c2_CD4+_T-regs_FOXP3,CD3D,subset,1.063806961
0,1.050704262,0.603,0.18,0,T_cells_c2_CD4+_T-regs_FOXP3,TRBC2,subset,1.050704262
0,1.041838469,0.452,0.131,0,T_cells_c2_CD4+_T-regs_FOXP3,TRBC1,subset,1.041838469
0,1.035918349,0.669,0.384,0,T_cells_c2_CD4+_T-regs_FOXP3,CREM,subset,1.035918349
0,1.031595853,0.705,0.271,0,T_cells_c2_CD4+_T-regs_FOXP3,CYTIP,subset,1.031595853
0,1.028648984,0.557,0.2,0,T_cells_c2_CD4+_T-regs_FOXP3,SAMSN1,subset,1.028648984
0,1.016492889,0.421,0.136,0,T_cells_c2_CD4+_T-regs_FOXP3,PIM2,subset,1.016492889
0,1.010946252,0.438,0.103,0,T_cells_c2_CD4+_T-regs_FOXP3,SH2D2A,subset,1.010946252
0,0.996523308,0.434,0.113,0,T_cells_c2_CD4+_T-regs_FOXP3,GBP5,subset,0.996523308
0,0.972685651,0.77,0.249,0,T_cells_c2_CD4+_T-regs_FOXP3,CD3E,subset,0.972685651
0,0.951943215,0.623,0.279,0,T_cells_c2_CD4+_T-regs_FOXP3,STK17B,subset,0.951943215
0,0.946129561,0.8,0.353,0,T_cells_c2_CD4+_T-regs_FOXP3,PTPRC,subset,0.946129561
0,0.937478058,0.686,0.315,0,T_cells_c2_CD4+_T-regs_FOXP3,RAC2,subset,0.937478058
0,0.927114605,0.305,0.029,0,T_cells_c2_CD4+_T-regs_FOXP3,IKZF2,subset,0.927114605
0,0.918012156,0.541,0.157,0,T_cells_c2_CD4+_T-regs_FOXP3,LCK,subset,0.918012156
0,0.910015186,0.382,0.194,0,T_cells_c2_CD4+_T-regs_FOXP3,PELI1,subset,0.910015186
0,0.900580933,0.564,0.45,0,T_cells_c2_CD4+_T-regs_FOXP3,CACYBP,subset,0.900580933
0,0.892200109,0.814,0.684,0,T_cells_c2_CD4+_T-regs_FOXP3,SOD1,subset,0.892200109
0,0.883896144,0.48,0.13,0,T_cells_c2_CD4+_T-regs_FOXP3,LAT,subset,0.883896144
0,0.87169034,0.26,0.103,0,T_cells_c2_CD4+_T-regs_FOXP3,MAGEH1,subset,0.87169034
0,0.871047342,0.593,0.223,0,T_cells_c2_CD4+_T-regs_FOXP3,RHOH,subset,0.871047342
0,0.869013758,0.435,0.154,0,T_cells_c2_CD4+_T-regs_FOXP3,CLEC2D,subset,0.869013758
0,0.868147585,0.462,0.143,0,T_cells_c2_CD4+_T-regs_FOXP3,SKAP1,subset,0.868147585
0,0.860138467,0.84,0.611,0,T_cells_c2_CD4+_T-regs_FOXP3,ARHGDIB,subset,0.860138467
0,0.851566671,0.416,0.104,0,T_cells_c2_CD4+_T-regs_FOXP3,SELL,subset,0.851566671
0,0.84971394,0.389,0.132,0,T_cells_c2_CD4+_T-regs_FOXP3,PRDM1,subset,0.84971394
0,0.846657678,0.611,0.36,0,T_cells_c2_CD4+_T-regs_FOXP3,ISG20,subset,0.846657678
0,0.842164877,0.646,0.306,0,T_cells_c2_CD4+_T-regs_FOXP3,CORO1A,subset,0.842164877
0,0.836281201,0.468,0.363,0,T_cells_c2_CD4+_T-regs_FOXP3,CORO1B,subset,0.836281201
0,0.835918331,0.635,0.372,0,T_cells_c2_CD4+_T-regs_FOXP3,STK4,subset,0.835918331
0,0.83590701,0.26,0.016,0,T_cells_c2_CD4+_T-regs_FOXP3,LAIR2,subset,0.83590701
0,0.808203626,0.948,0.823,0,T_cells_c2_CD4+_T-regs_FOXP3,BTG1,subset,0.808203626
0,0.801263978,0.525,0.316,0,T_cells_c2_CD4+_T-regs_FOXP3,PHLDA1,subset,0.801263978
0,0.798926227,0.517,0.319,0,T_cells_c2_CD4+_T-regs_FOXP3,UCP2,subset,0.798926227
0,0.797786304,0.368,0.225,0,T_cells_c2_CD4+_T-regs_FOXP3,HTATIP2,subset,0.797786304
0,0.797382456,0.409,0.242,0,T_cells_c2_CD4+_T-regs_FOXP3,BTG3,subset,0.797382456
0,0.796520466,0.349,0.092,0,T_cells_c2_CD4+_T-regs_FOXP3,FCMR,subset,0.796520466
0,0.796277494,0.559,0.297,0,T_cells_c2_CD4+_T-regs_FOXP3,LIMD2,subset,0.796277494
0,0.793118835,0.308,0.049,0,T_cells_c2_CD4+_T-regs_FOXP3,SIRPG,subset,0.793118835
0,0.783424217,0.379,0.157,0,T_cells_c2_CD4+_T-regs_FOXP3,PBXIP1,subset,0.783424217
0,0.782578144,0.753,0.417,0,T_cells_c2_CD4+_T-regs_FOXP3,TNFAIP3,subset,0.782578144
0,0.78212381,0.259,0.049,0,T_cells_c2_CD4+_T-regs_FOXP3,LAYN,subset,0.78212381
0,0.780264696,0.422,0.282,0,T_cells_c2_CD4+_T-regs_FOXP3,RHBDD2,subset,0.780264696
0,0.773400655,0.839,0.676,0,T_cells_c2_CD4+_T-regs_FOXP3,TSC22D3,subset,0.773400655
0,0.771445397,0.414,0.145,0,T_cells_c2_CD4+_T-regs_FOXP3,DOK2,subset,0.771445397
0,0.769439255,0.303,0.097,0,T_cells_c2_CD4+_T-regs_FOXP3,STAM,subset,0.769439255
0,0.765424775,0.5,0.273,0,T_cells_c2_CD4+_T-regs_FOXP3,6-Sep,subset,0.765424775
0,0.758572216,0.606,0.31,0,T_cells_c2_CD4+_T-regs_FOXP3,GMFG,subset,0.758572216
0,0.756193417,0.419,0.306,0,T_cells_c2_CD4+_T-regs_FOXP3,UGP2,subset,0.756193417
0,0.755748953,0.214,0.01,0,T_cells_c2_CD4+_T-regs_FOXP3,AC017002.1,subset,0.755748953
0,0.750644385,0.454,0.263,0,T_cells_c2_CD4+_T-regs_FOXP3,USP15,subset,0.750644385
0,0.750642164,0.442,0.243,0,T_cells_c2_CD4+_T-regs_FOXP3,GBP2,subset,0.750642164
0,0.750061879,0.402,0.27,0,T_cells_c2_CD4+_T-regs_FOXP3,TANK,subset,0.750061879
0,0.743875009,0.452,0.347,0,T_cells_c2_CD4+_T-regs_FOXP3,DNPH1,subset,0.743875009
0,0.742259387,0.923,0.543,0,T_cells_c2_CD4+_T-regs_FOXP3,SRGN,subset,0.742259387
0,0.741450329,0.272,0.045,0,T_cells_c2_CD4+_T-regs_FOXP3,CXCR6,subset,0.741450329
0,0.738018909,0.598,0.306,0,T_cells_c2_CD4+_T-regs_FOXP3,LSP1,subset,0.738018909
0,0.725532001,0.36,0.188,0,T_cells_c2_CD4+_T-regs_FOXP3,MIR4435-2HG,subset,0.725532001
0,0.724722294,0.524,0.316,0,T_cells_c2_CD4+_T-regs_FOXP3,CTSC,subset,0.724722294
0,0.71263949,0.308,0.07,0,T_cells_c2_CD4+_T-regs_FOXP3,P2RY10,subset,0.71263949
0,0.71099006,0.288,0.043,0,T_cells_c2_CD4+_T-regs_FOXP3,CD28,subset,0.71099006
0,0.709311821,0.41,0.109,0,T_cells_c2_CD4+_T-regs_FOXP3,CD247,subset,0.709311821
0,0.706064565,0.329,0.085,0,T_cells_c2_CD4+_T-regs_FOXP3,ITK,subset,0.706064565
0,0.704526476,0.371,0.142,0,T_cells_c2_CD4+_T-regs_FOXP3,IL10RA,subset,0.704526476
0,0.701253101,0.406,0.261,0,T_cells_c2_CD4+_T-regs_FOXP3,GLRX,subset,0.701253101
0,0.697240382,0.417,0.155,0,T_cells_c2_CD4+_T-regs_FOXP3,GNG2,subset,0.697240382
0,0.696446162,0.575,0.433,0,T_cells_c2_CD4+_T-regs_FOXP3,ELF1,subset,0.696446162
0,0.693443172,0.394,0.186,0,T_cells_c2_CD4+_T-regs_FOXP3,RORA,subset,0.693443172
0,0.686340758,0.513,0.409,0,T_cells_c2_CD4+_T-regs_FOXP3,EPC1,subset,0.686340758
0,0.686096034,0.351,0.144,0,T_cells_c2_CD4+_T-regs_FOXP3,CCND2,subset,0.686096034
0,0.682450088,0.734,0.331,0,T_cells_c2_CD4+_T-regs_FOXP3,CD52,subset,0.682450088
0,0.674890515,0.44,0.132,0,T_cells_c2_CD4+_T-regs_FOXP3,CD3G,subset,0.674890515
0,0.673878997,0.304,0.084,0,T_cells_c2_CD4+_T-regs_FOXP3,CXCR3,subset,0.673878997
0,0.669316017,0.261,0.047,0,T_cells_c2_CD4+_T-regs_FOXP3,SLAMF1,subset,0.669316017
1.29E-307,0.661816624,0.63,0.366,3.83E-303,T_cells_c2_CD4+_T-regs_FOXP3,DUSP2,subset,0.661816624
0,0.66068694,0.192,0.022,0,T_cells_c2_CD4+_T-regs_FOXP3,LTA,subset,0.66068694
0,0.657701007,0.162,0.003,0,T_cells_c2_CD4+_T-regs_FOXP3,AC145110.1,subset,0.657701007
0,0.656555966,0.297,0.113,0,T_cells_c2_CD4+_T-regs_FOXP3,FAS,subset,0.656555966
0,0.654319401,0.363,0.131,0,T_cells_c2_CD4+_T-regs_FOXP3,TRAF3IP3,subset,0.654319401
0,0.652784337,0.194,0.003,0,T_cells_c2_CD4+_T-regs_FOXP3,CCR8,subset,0.652784337
0,0.651740008,0.279,0.113,0,T_cells_c2_CD4+_T-regs_FOXP3,PHTF2,subset,0.651740008
0,0.651700336,0.349,0.112,0,T_cells_c2_CD4+_T-regs_FOXP3,PTPN22,subset,0.651700336
0,0.650756608,0.256,0.08,0,T_cells_c2_CD4+_T-regs_FOXP3,DUSP16,subset,0.650756608
0,0.65019121,0.453,0.343,0,T_cells_c2_CD4+_T-regs_FOXP3,WHSC1L1,subset,0.65019121
8.60674533773621e-315,0.647190156,0.281,0.078,2.55904359126911e-310,T_cells_c2_CD4+_T-regs_FOXP3,SH2D1A,subset,0.647190156
0,0.634888971,0.428,0.309,0,T_cells_c2_CD4+_T-regs_FOXP3,CFLAR,subset,0.634888971
0,0.633905397,0.267,0.094,0,T_cells_c2_CD4+_T-regs_FOXP3,TNIK,subset,0.633905397
0,0.630975364,0.275,0.054,0,T_cells_c2_CD4+_T-regs_FOXP3,CD5,subset,0.630975364
0,0.62881883,0.461,0.234,0,T_cells_c2_CD4+_T-regs_FOXP3,HCLS1,subset,0.62881883
1.29E-258,0.62844036,0.429,0.264,3.84E-254,T_cells_c2_CD4+_T-regs_FOXP3,LINC-PINT,subset,0.62844036
0,0.62747411,0.421,0.224,0,T_cells_c2_CD4+_T-regs_FOXP3,ICAM3,subset,0.62747411
0,0.626528228,0.571,0.268,0,T_cells_c2_CD4+_T-regs_FOXP3,FYB,subset,0.626528228
0,0.623465594,0.42,0.283,0,T_cells_c2_CD4+_T-regs_FOXP3,CDKN1B,subset,0.623465594
0,0.621725104,0.757,0.603,0,T_cells_c2_CD4+_T-regs_FOXP3,FXYD5,subset,0.621725104
0,0.621486882,0.457,0.186,0,T_cells_c2_CD4+_T-regs_FOXP3,ACAP1,subset,0.621486882
5.38531553966959e-322,0.620967909,0.178,0.03,1.60121586940996e-317,T_cells_c2_CD4+_T-regs_FOXP3,CCR6,subset,0.620967909
0,0.620956781,0.452,0.324,0,T_cells_c2_CD4+_T-regs_FOXP3,RHOG,subset,0.620956781
0,0.614289346,0.428,0.279,0,T_cells_c2_CD4+_T-regs_FOXP3,LINC00152,subset,0.614289346
5.61E-301,0.608070383,0.343,0.179,1.67E-296,T_cells_c2_CD4+_T-regs_FOXP3,EPSTI1,subset,0.608070383
0,0.600387272,0.354,0.198,0,T_cells_c2_CD4+_T-regs_FOXP3,TMEM173,subset,0.600387272
0,0.597011353,0.346,0.244,0,T_cells_c2_CD4+_T-regs_FOXP3,SNX9,subset,0.597011353
0,0.595583647,0.281,0.071,0,T_cells_c2_CD4+_T-regs_FOXP3,SIT1,subset,0.595583647
8.65E-279,0.594206276,0.341,0.159,2.57E-274,T_cells_c2_CD4+_T-regs_FOXP3,PIK3IP1,subset,0.594206276
4.82456498150423e-312,0.583319733,0.515,0.373,1.43E-307,T_cells_c2_CD4+_T-regs_FOXP3,LEPROTL1,subset,0.583319733
0,0.582497808,0.304,0.18,0,T_cells_c2_CD4+_T-regs_FOXP3,HNRNPLL,subset,0.582497808
0,0.5757836,0.302,0.157,0,T_cells_c2_CD4+_T-regs_FOXP3,TTC39C,subset,0.5757836
2.70357909093611e-317,0.575065349,0.443,0.319,8.03855171108035e-313,T_cells_c2_CD4+_T-regs_FOXP3,SMCHD1,subset,0.575065349
0,0.569097914,0.185,0.022,0,T_cells_c2_CD4+_T-regs_FOXP3,ZC3H12D,subset,0.569097914
1.78E-220,0.56885305,0.408,0.266,5.30E-216,T_cells_c2_CD4+_T-regs_FOXP3,SOCS1,subset,0.56885305
0,0.565550007,0.341,0.234,0,T_cells_c2_CD4+_T-regs_FOXP3,MAT2B,subset,0.565550007
1.81E-258,0.565184097,0.463,0.236,5.38E-254,T_cells_c2_CD4+_T-regs_FOXP3,CD53,subset,0.565184097
0,0.564044805,0.277,0.071,0,T_cells_c2_CD4+_T-regs_FOXP3,IL2RB,subset,0.564044805
1.14E-293,0.559238162,0.271,0.121,3.40E-289,T_cells_c2_CD4+_T-regs_FOXP3,GALM,subset,0.559238162
3.14E-267,0.558847861,0.304,0.11,9.33E-263,T_cells_c2_CD4+_T-regs_FOXP3,PTPN7,subset,0.558847861
0,0.554846176,0.694,0.406,0,T_cells_c2_CD4+_T-regs_FOXP3,CXCR4,subset,0.554846176
2.70428101632078e-310,0.554014191,0.236,0.066,8.04E-306,T_cells_c2_CD4+_T-regs_FOXP3,TRAF1,subset,0.554014191
0,0.553374838,0.171,0.052,0,T_cells_c2_CD4+_T-regs_FOXP3,CRADD,subset,0.553374838
2.33128679295665e-317,0.552247205,0.293,0.171,6.93161502149801e-313,T_cells_c2_CD4+_T-regs_FOXP3,FAM129A,subset,0.552247205
3.32E-226,0.550632528,0.316,0.157,9.87E-222,T_cells_c2_CD4+_T-regs_FOXP3,FAM46C,subset,0.550632528
1.88E-251,0.542456419,0.319,0.136,5.60E-247,T_cells_c2_CD4+_T-regs_FOXP3,PTTG1,subset,0.542456419
9.97E-234,0.541459682,0.419,0.272,2.96E-229,T_cells_c2_CD4+_T-regs_FOXP3,PDE4B,subset,0.541459682
3.92E-276,0.538182298,0.276,0.099,1.16E-271,T_cells_c2_CD4+_T-regs_FOXP3,CD4,subset,0.538182298
5.82E-255,0.537390881,0.34,0.151,1.73E-250,T_cells_c2_CD4+_T-regs_FOXP3,APBB1IP,subset,0.537390881
0,0.536480349,0.148,0.012,0,T_cells_c2_CD4+_T-regs_FOXP3,IL12RB2,subset,0.536480349
0,0.536123976,0.621,0.315,0,T_cells_c2_CD4+_T-regs_FOXP3,CD37,subset,0.536123976
4.44E-290,0.53521683,0.286,0.148,1.32E-285,T_cells_c2_CD4+_T-regs_FOXP3,CASP1,subset,0.53521683
2.14E-203,0.534727757,0.148,0.039,6.36E-199,T_cells_c2_CD4+_T-regs_FOXP3,CD70,subset,0.534727757
5.54E-221,0.532083723,0.287,0.139,1.65E-216,T_cells_c2_CD4+_T-regs_FOXP3,SERPINB9,subset,0.532083723
6.92E-233,0.527717554,0.371,0.217,2.06E-228,T_cells_c2_CD4+_T-regs_FOXP3,CDC42SE2,subset,0.527717554
1.69E-242,0.524492918,0.319,0.121,5.03E-238,T_cells_c2_CD4+_T-regs_FOXP3,TBC1D10C,subset,0.524492918
7.54E-275,0.522005492,0.815,0.706,2.24E-270,T_cells_c2_CD4+_T-regs_FOXP3,SAT1,subset,0.522005492
2.29E-215,0.520664539,0.366,0.172,6.80E-211,T_cells_c2_CD4+_T-regs_FOXP3,FYN,subset,0.520664539
2.95E-279,0.519817764,0.595,0.455,8.77E-275,T_cells_c2_CD4+_T-regs_FOXP3,PSMB9,subset,0.519817764
0,0.518790673,0.147,0.013,0,T_cells_c2_CD4+_T-regs_FOXP3,IL1R2,subset,0.518790673
1.92E-254,0.518070777,0.276,0.155,5.72E-250,T_cells_c2_CD4+_T-regs_FOXP3,SMAP2,subset,0.518070777
3.56E-267,0.517491134,0.302,0.167,1.06E-262,T_cells_c2_CD4+_T-regs_FOXP3,CSK,subset,0.517491134
2.23E-282,0.51356433,0.209,0.051,6.62E-278,T_cells_c2_CD4+_T-regs_FOXP3,PBX4,subset,0.51356433
4.30E-255,0.513556617,0.213,0.054,1.28E-250,T_cells_c2_CD4+_T-regs_FOXP3,PYHIN1,subset,0.513556617
6.91E-277,0.513511289,0.222,0.061,2.05E-272,T_cells_c2_CD4+_T-regs_FOXP3,IL21R,subset,0.513511289
5.02E-250,0.512258551,0.357,0.206,1.49E-245,T_cells_c2_CD4+_T-regs_FOXP3,SH3KBP1,subset,0.512258551
3.68E-229,0.511492579,0.291,0.133,1.09E-224,T_cells_c2_CD4+_T-regs_FOXP3,DEF6,subset,0.511492579
5.06E-220,0.511364667,0.303,0.118,1.51E-215,T_cells_c2_CD4+_T-regs_FOXP3,SYTL3,subset,0.511364667
3.54E-213,0.511140225,0.288,0.133,1.05E-208,T_cells_c2_CD4+_T-regs_FOXP3,ETS1,subset,0.511140225
1.25E-243,0.510457795,0.303,0.123,3.73E-239,T_cells_c2_CD4+_T-regs_FOXP3,RHOF,subset,0.510457795
1.09E-198,0.506812001,0.418,0.233,3.24E-194,T_cells_c2_CD4+_T-regs_FOXP3,LBH,subset,0.506812001
3.92E-168,0.503129364,0.203,0.101,1.17E-163,T_cells_c2_CD4+_T-regs_FOXP3,RP11-138A9.2,subset,0.503129364
3.91E-200,0.503009365,0.301,0.186,1.16E-195,T_cells_c2_CD4+_T-regs_FOXP3,CNOT6L,subset,0.503009365
0,0.501124054,0.422,0.164,0,T_cells_c2_CD4+_T-regs_FOXP3,CST7,subset,0.501124054
0,3.242106021,0.74,0.068,0,T_cells_c3_CD4+_Tfh_CXCL13,CXCL13,subset,3.242106021
0,1.699773757,0.389,0.098,0,T_cells_c3_CD4+_Tfh_CXCL13,NMB,subset,1.699773757
0,1.687856199,0.813,0.3,0,T_cells_c3_CD4+_Tfh_CXCL13,NR3C1,subset,1.687856199
0,1.397758958,0.8,0.328,0,T_cells_c3_CD4+_Tfh_CXCL13,DUSP4,subset,1.397758958
0,1.239712495,0.496,0.098,0,T_cells_c3_CD4+_Tfh_CXCL13,TNFRSF18,subset,1.239712495
0,1.232818074,0.368,0.052,0,T_cells_c3_CD4+_Tfh_CXCL13,CD200,subset,1.232818074
0,1.216979077,0.479,0.082,0,T_cells_c3_CD4+_Tfh_CXCL13,TNFRSF4,subset,1.216979077
0,1.204708662,0.69,0.229,0,T_cells_c3_CD4+_Tfh_CXCL13,ITM2A,subset,1.204708662
0,1.199243635,0.789,0.224,0,T_cells_c3_CD4+_Tfh_CXCL13,CD2,subset,1.199243635
0,1.192939924,0.975,0.55,0,T_cells_c3_CD4+_Tfh_CXCL13,SRGN,subset,1.192939924
0,1.191447687,0.282,0.005,0,T_cells_c3_CD4+_Tfh_CXCL13,IGFL2,subset,1.191447687
0,1.186061806,0.445,0.06,0,T_cells_c3_CD4+_Tfh_CXCL13,CTLA4,subset,1.186061806
0,1.174406702,0.499,0.094,0,T_cells_c3_CD4+_Tfh_CXCL13,KLRB1,subset,1.174406702
0,1.148075583,0.776,0.311,0,T_cells_c3_CD4+_Tfh_CXCL13,RGS1,subset,1.148075583
0,1.063670966,0.512,0.096,0,T_cells_c3_CD4+_Tfh_CXCL13,TIGIT,subset,1.063670966
0,1.058540384,0.777,0.233,0,T_cells_c3_CD4+_Tfh_CXCL13,CD3D,subset,1.058540384
0,1.052448737,0.367,0.045,0,T_cells_c3_CD4+_Tfh_CXCL13,CD40LG,subset,1.052448737
0,1.038853534,0.505,0.182,0,T_cells_c3_CD4+_Tfh_CXCL13,BATF,subset,1.038853534
0,1.03252841,0.44,0.079,0,T_cells_c3_CD4+_Tfh_CXCL13,SH2D1A,subset,1.03252841
0,1.030396216,0.559,0.292,0,T_cells_c3_CD4+_Tfh_CXCL13,RBPJ,subset,1.030396216
0,1.002117201,0.356,0.043,0,T_cells_c3_CD4+_Tfh_CXCL13,PDCD1,subset,1.002117201
0,0.996438971,0.591,0.297,0,T_cells_c3_CD4+_Tfh_CXCL13,RNF19A,subset,0.996438971
0,0.990110891,0.453,0.172,0,T_cells_c3_CD4+_Tfh_CXCL13,FKBP5,subset,0.990110891
0,0.98949518,0.556,0.17,0,T_cells_c3_CD4+_Tfh_CXCL13,TRAC,subset,0.98949518
0,0.983413352,0.695,0.272,0,T_cells_c3_CD4+_Tfh_CXCL13,FYB,subset,0.983413352
0,0.980208204,0.802,0.259,0,T_cells_c3_CD4+_Tfh_CXCL13,CD3E,subset,0.980208204
0,0.978923117,0.3,0.124,0,T_cells_c3_CD4+_Tfh_CXCL13,PGM2L1,subset,0.978923117
0,0.97598488,0.173,0.003,0,T_cells_c3_CD4+_Tfh_CXCL13,IL21,subset,0.97598488
0,0.96274791,0.359,0.042,0,T_cells_c3_CD4+_Tfh_CXCL13,TOX,subset,0.96274791
0,0.961055421,0.538,0.143,0,T_cells_c3_CD4+_Tfh_CXCL13,SPOCK2,subset,0.961055421
3.08E-291,0.958768995,0.593,0.294,9.16E-287,T_cells_c3_CD4+_Tfh_CXCL13,BIRC3,subset,0.958768995
0,0.955517087,0.838,0.361,0,T_cells_c3_CD4+_Tfh_CXCL13,PTPRC,subset,0.955517087
0,0.952764684,0.516,0.136,0,T_cells_c3_CD4+_Tfh_CXCL13,LAT,subset,0.952764684
0,0.946752703,0.604,0.189,0,T_cells_c3_CD4+_Tfh_CXCL13,TRBC2,subset,0.946752703
5.33492084379378e-319,0.916320227,0.549,0.207,1.5862320144852e-314,T_cells_c3_CD4+_Tfh_CXCL13,SAMSN1,subset,0.916320227
0,0.914606305,0.543,0.171,0,T_cells_c3_CD4+_Tfh_CXCL13,SLA,subset,0.914606305
7.65E-292,0.908882109,0.317,0.108,2.28E-287,T_cells_c3_CD4+_Tfh_CXCL13,GK,subset,0.908882109
0,0.902865953,0.601,0.217,0,T_cells_c3_CD4+_Tfh_CXCL13,ALOX5AP,subset,0.902865953
1.65E-267,0.88998586,0.446,0.138,4.90E-263,T_cells_c3_CD4+_Tfh_CXCL13,TRBC1,subset,0.88998586
0,0.886669865,0.664,0.376,0,T_cells_c3_CD4+_Tfh_CXCL13,STK4,subset,0.886669865
9.33E-295,0.876976272,0.522,0.323,2.77E-290,T_cells_c3_CD4+_Tfh_CXCL13,UCP2,subset,0.876976272
0,0.867654862,0.602,0.365,0,T_cells_c3_CD4+_Tfh_CXCL13,ARID5B,subset,0.867654862
0,0.84708027,0.431,0.101,0,T_cells_c3_CD4+_Tfh_CXCL13,ICOS,subset,0.84708027
0,0.839746932,0.38,0.074,0,T_cells_c3_CD4+_Tfh_CXCL13,TRAT1,subset,0.839746932
8.48E-299,0.838175149,0.34,0.107,2.52E-294,T_cells_c3_CD4+_Tfh_CXCL13,MAF,subset,0.838175149
2.47032822920623e-322,0.837108788,0.63,0.264,7.34502692389889e-318,T_cells_c3_CD4+_Tfh_CXCL13,IL2RG,subset,0.837108788
0,0.818697703,0.265,0.02,0,T_cells_c3_CD4+_Tfh_CXCL13,BTLA,subset,0.818697703
